INFO :2019-12-09 14:25:39,832 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :110 :140498472916736 :Thread-2 :2173 :Getting the Note Data on 2019-12-09 08:55:39.832871+00:00 
WARNING :2019-12-09 18:25:34,752 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :218 :140635091707648 :Thread-2 :5705 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-09 18:25:34,759 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :223 :140635091707648 :Thread-2 :5705 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-09 18:29:29,138 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140451761719040 :Thread-2 :10245 :Getting the Note Data on 2019-12-09 12:59:29.138253+00:00 
WARNING :2019-12-09 18:29:29,140 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :216 :140451761719040 :Thread-2 :10245 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-09 18:29:29,148 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140451761719040 :Thread-2 :10245 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-09 19:15:23,819 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140374729471744 :Thread-2 :24044 :Getting the Note Data on 2019-12-09 13:45:23.819069+00:00 
WARNING :2019-12-09 19:15:23,824 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :216 :140374729471744 :Thread-2 :24044 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-09 19:15:23,826 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140374729471744 :Thread-2 :24044 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-09 19:16:00,996 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :265 :140374729471744 :Thread-2 :24044 : Archieve data is loaded 
INFO :2019-12-09 19:16:20,001 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :284 :140374729471744 :Thread-2 :24044 : Getting Inside the Reminder Data 
INFO :2019-12-09 19:16:20,050 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :291 :140374729471744 :Thread-2 :24044 : Getting Reminder Timezone 2019-12-09 13:46:20.050054+00:00
INFO :2019-12-09 19:16:20,064 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :291 :140374729471744 :Thread-2 :24044 : Getting Reminder Timezone 2019-12-09 13:46:20.064871+00:00
INFO :2019-12-09 19:16:20,084 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :291 :140374729471744 :Thread-2 :24044 : Getting Reminder Timezone 2019-12-09 13:46:20.084075+00:00
INFO :2019-12-09 19:16:20,118 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :291 :140374729471744 :Thread-2 :24044 : Getting Reminder Timezone 2019-12-09 13:46:20.118015+00:00
INFO :2019-12-09 19:16:20,210 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :291 :140374729471744 :Thread-2 :24044 : Getting Reminder Timezone 2019-12-09 13:46:20.210184+00:00
INFO :2019-12-09 19:16:20,474 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :300 :140374729471744 :Thread-2 :24044 : Reminders data is loaded for Hussain on 2019-12-09 13:46:20.474262+00:00 
INFO :2019-12-10 10:43:03,445 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140442645665536 :Thread-6 :12511 :Getting the Note Data on 2019-12-10 05:13:03.445859+00:00 
WARNING :2019-12-10 10:43:03,453 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :216 :140442645665536 :Thread-6 :12511 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-10 10:43:03,460 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140442645665536 :Thread-6 :12511 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:43:13,283 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140442645665536 :Thread-6 :12511 :Getting the Note Data on 2019-12-10 05:13:13.283407+00:00 
WARNING :2019-12-10 10:43:13,284 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :216 :140442645665536 :Thread-6 :12511 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-10 10:43:13,288 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140442645665536 :Thread-6 :12511 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:48:08,683 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:18:08.683061+00:00 
WARNING :2019-12-10 10:48:08,693 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :216 :140051177903872 :Thread-2 :18489 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-10 10:48:08,695 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:48:17,731 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:18:17.731697+00:00 
WARNING :2019-12-10 10:48:17,732 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :216 :140051177903872 :Thread-2 :18489 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-10 10:48:17,737 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:48:27,659 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:18:27.659037+00:00 
WARNING :2019-12-10 10:48:27,660 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :216 :140051177903872 :Thread-2 :18489 :Got <class 'django.core.paginator.PageNotAnInteger'> Error for Getting Note for User Hussain
INFO :2019-12-10 10:48:27,673 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:22,113 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:22.113692+00:00 
INFO :2019-12-10 10:50:22,118 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:25,067 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:25.067692+00:00 
INFO :2019-12-10 10:50:25,072 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:27,654 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:27.654054+00:00 
INFO :2019-12-10 10:50:27,663 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:29,364 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:29.364320+00:00 
INFO :2019-12-10 10:50:29,366 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:31,162 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:31.162841+00:00 
INFO :2019-12-10 10:50:31,164 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:34,332 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:34.332107+00:00 
INFO :2019-12-10 10:50:34,335 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:36,731 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:36.731799+00:00 
INFO :2019-12-10 10:50:36,738 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:39,662 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:39.662798+00:00 
INFO :2019-12-10 10:50:39,669 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:41,147 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:41.147455+00:00 
INFO :2019-12-10 10:50:41,151 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:43,077 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:43.077103+00:00 
INFO :2019-12-10 10:50:43,079 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:45,090 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:45.090402+00:00 
INFO :2019-12-10 10:50:45,092 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:46,295 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:46.295390+00:00 
INFO :2019-12-10 10:50:46,304 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:47,682 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:47.682644+00:00 
INFO :2019-12-10 10:50:47,685 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:48,997 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:48.997236+00:00 
INFO :2019-12-10 10:50:48,999 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:50,306 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:50.305997+00:00 
INFO :2019-12-10 10:50:50,309 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:51,313 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:51.313955+00:00 
INFO :2019-12-10 10:50:51,318 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:52,361 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:52.361729+00:00 
INFO :2019-12-10 10:50:52,369 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:53,438 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:53.438337+00:00 
INFO :2019-12-10 10:50:53,454 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:54,488 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:54.488442+00:00 
INFO :2019-12-10 10:50:54,497 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:55,750 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:55.750852+00:00 
INFO :2019-12-10 10:50:55,779 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:56,811 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:56.811667+00:00 
INFO :2019-12-10 10:50:56,821 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:57,998 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:57.998761+00:00 
INFO :2019-12-10 10:50:58,009 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:58,888 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:58.888117+00:00 
INFO :2019-12-10 10:50:58,892 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:50:59,912 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:20:59.912299+00:00 
INFO :2019-12-10 10:50:59,916 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:51:01,535 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:21:01.535381+00:00 
INFO :2019-12-10 10:51:01,540 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:51:02,566 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:21:02.566685+00:00 
INFO :2019-12-10 10:51:02,572 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 10:51:03,665 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-2 :18489 :Getting the Note Data on 2019-12-10 05:21:03.665774+00:00 
INFO :2019-12-10 10:51:03,675 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-2 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:02:33,690 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-4 :18489 :Getting the Note Data on 2019-12-10 05:32:33.690781+00:00 
INFO :2019-12-10 11:02:33,694 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-4 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:05:46,818 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-5 :18489 :Getting the Note Data on 2019-12-10 05:35:46.818448+00:00 
INFO :2019-12-10 11:05:46,828 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-5 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:07:43,966 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:37:43.966550+00:00 
INFO :2019-12-10 11:07:43,968 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:07:51,653 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:37:51.653004+00:00 
INFO :2019-12-10 11:07:51,657 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:07:54,659 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:37:54.659426+00:00 
INFO :2019-12-10 11:07:54,667 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:07:57,470 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:37:57.470587+00:00 
INFO :2019-12-10 11:07:57,477 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:07:59,293 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:37:59.293050+00:00 
INFO :2019-12-10 11:07:59,295 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:00,845 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:00.845005+00:00 
INFO :2019-12-10 11:08:00,857 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:02,583 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:02.583335+00:00 
INFO :2019-12-10 11:08:02,590 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:03,586 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:03.586820+00:00 
INFO :2019-12-10 11:08:03,600 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:05,631 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:05.631025+00:00 
INFO :2019-12-10 11:08:05,638 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:07,627 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:07.627611+00:00 
INFO :2019-12-10 11:08:07,634 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:09,647 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:09.647356+00:00 
INFO :2019-12-10 11:08:09,649 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:11,899 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:11.899523+00:00 
INFO :2019-12-10 11:08:11,904 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:14,343 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:14.342988+00:00 
INFO :2019-12-10 11:08:14,394 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:16,266 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:16.266174+00:00 
INFO :2019-12-10 11:08:16,274 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
INFO :2019-12-10 11:08:17,885 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :208 :140051177903872 :Thread-6 :18489 :Getting the Note Data on 2019-12-10 05:38:17.885357+00:00 
INFO :2019-12-10 11:08:17,890 :/home/admin1/Documents/FunDoo/fundoo/note/views.py :221 :140051177903872 :Thread-6 :18489 :All the Notes are Rendered to HTML Page for User Hussain
